sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,priors_count_cat,c_days_from_compas,c_charge_degree,two_year_recid
Female,51,Greater than 45,Caucasian,0,0,0,4,Moderate,11,F,1
Male,39,25 - 45,Caucasian,0,0,0,3,Low,1,F,1
Male,35,25 - 45,Hispanic,0,0,0,5,Moderate,1,M,0
Male,40,25 - 45,African-American,0,0,0,3,Low,1,F,1
Male,32,25 - 45,African-American,0,0,0,17,High,0,F,0
Male,18,Less than 25,Caucasian,5,0,0,4,Moderate,32,F,0
Male,32,25 - 45,Caucasian,0,0,0,3,Low,1,F,0
Male,37,25 - 45,Other,0,0,0,0,None,1,M,1
Male,32,25 - 45,African-American,0,0,0,10,High,1,F,0
Male,47,Greater than 45,Caucasian,0,0,0,5,Moderate,0,M,0
Female,23,Less than 25,Caucasian,0,0,0,0,None,1,M,1
Male,63,Greater than 45,Caucasian,0,0,0,10,High,0,F,0
Male,38,25 - 45,African-American,0,1,0,16,High,1,F,0
Male,32,25 - 45,African-American,0,0,0,6,Moderate,1,M,0
Male,31,25 - 45,African-American,0,0,0,4,Moderate,1,F,0
Male,23,Less than 25,African-American,0,0,0,0,None,1,F,1
Male,38,25 - 45,Hispanic,0,0,0,1,Low,1,M,1
Female,47,Greater than 45,Caucasian,0,0,0,0,None,3,M,1
Male,33,25 - 45,Caucasian,0,0,0,1,Low,1,F,0
Male,22,Less than 25,Caucasian,0,0,0,1,Low,11,F,1
Male,26,25 - 45,Caucasian,0,0,0,1,Low,177,M,1
Male,40,25 - 45,Caucasian,0,0,0,0,None,1,M,0
Male,36,25 - 45,African-American,10,0,0,14,High,1,F,0
Female,65,Greater than 45,Caucasian,0,0,0,0,None,1,M,1
Male,44,25 - 45,Caucasian,0,0,0,4,Moderate,231,M,0
Female,22,Less than 25,African-American,0,0,0,0,None,1,M,1
Male,34,25 - 45,Hispanic,0,0,0,0,None,0,M,1
Female,38,25 - 45,Hispanic,0,0,0,0,None,2,F,1
Female,26,25 - 45,Caucasian,0,0,0,4,Moderate,2,F,0
Male,20,Less than 25,Hispanic,0,0,0,0,None,1,M,0
Male,49,Greater than 45,Hispanic,0,0,0,0,None,3,F,1
Male,56,Greater than 45,African-American,0,0,0,7,High,167,F,1
Male,52,Greater than 45,Caucasian,0,0,0,2,Low,0,F,0
Male,25,25 - 45,Other,0,0,0,2,Low,1,M,0
Male,34,25 - 45,African-American,0,0,0,5,Moderate,1,F,1
Male,33,25 - 45,African-American,0,0,0,1,Low,1,M,0
Male,21,Less than 25,African-American,0,1,2,1,Low,1,F,1
Male,46,Greater than 45,African-American,0,0,0,9,High,1,F,1
Male,22,Less than 25,African-American,0,0,0,2,Low,105,M,0
Male,57,Greater than 45,Caucasian,0,0,0,1,Low,1,M,1
Male,22,Less than 25,African-American,0,0,1,2,Low,0,F,0
Female,48,Greater than 45,Caucasian,0,0,0,1,Low,1,M,0
Male,40,25 - 45,African-American,0,0,0,21,High,1,F,1
Female,30,25 - 45,African-American,0,0,0,1,Low,1,F,1
Male,21,Less than 25,Caucasian,0,1,0,4,Moderate,1,M,0
Female,39,25 - 45,African-American,0,2,0,22,High,1,F,0
Male,27,25 - 45,Caucasian,0,0,0,13,High,89,F,0
Female,33,25 - 45,Caucasian,0,0,0,0,None,1,M,0
Male,24,Less than 25,African-American,0,0,0,0,None,2,F,1
Male,43,25 - 45,African-American,0,0,0,0,None,1,F,0
Female,45,Greater than 45,Caucasian,0,0,0,0,None,0,M,1
Male,51,Greater than 45,African-American,0,0,0,3,Low,18,F,1
Female,35,25 - 45,African-American,0,0,0,2,Low,95,F,0
Male,31,25 - 45,African-American,0,0,0,9,High,1,M,0
Male,27,25 - 45,Caucasian,0,0,0,0,None,1,M,1
Male,32,25 - 45,African-American,0,0,0,1,Low,1,F,1
Male,49,Greater than 45,Caucasian,0,0,0,0,None,3,M,1
Male,29,25 - 45,African-American,0,0,0,2,Low,1,F,1
Male,23,Less than 25,African-American,0,1,0,2,Low,1,F,0
Male,30,25 - 45,Asian,0,0,0,6,Moderate,1,M,1
Male,55,Greater than 45,African-American,0,0,0,12,High,70,F,0
Male,30,25 - 45,Caucasian,0,0,0,0,None,1,M,1
Male,34,25 - 45,African-American,0,0,0,13,High,1,F,0
Male,56,Greater than 45,Caucasian,0,0,0,2,Low,39,F,1
Male,33,25 - 45,African-American,0,0,0,4,Moderate,1,F,1
Male,28,25 - 45,African-American,0,0,0,1,Low,1,M,1
Male,29,25 - 45,African-American,0,0,0,1,Low,1,F,1
Male,38,25 - 45,Caucasian,0,0,0,0,None,1,M,1
Male,37,25 - 45,Caucasian,0,0,0,0,None,1,F,1
Female,33,25 - 45,Caucasian,0,0,0,0,None,1,M,0
Male,30,25 - 45,Hispanic,0,0,0,0,None,0,F,1
Male,51,Greater than 45,African-American,1,0,1,19,High,1,F,1
Male,65,Greater than 45,African-American,0,0,0,7,High,1,M,1
Female,32,25 - 45,African-American,0,0,0,1,Low,1,M,1
Male,38,25 - 45,Caucasian,0,0,0,5,Moderate,3,F,0
Male,35,25 - 45,African-American,0,0,0,1,Low,1,F,1
Male,57,Greater than 45,Caucasian,0,0,0,1,Low,26,F,1
Male,26,25 - 45,Caucasian,0,0,0,1,Low,1,F,1
Female,23,Less than 25,Hispanic,0,3,1,7,High,199,M,0
Female,36,25 - 45,African-American,2,0,0,4,Moderate,1,M,0
Female,33,25 - 45,Hispanic,0,0,0,2,Low,10,F,0
Male,35,25 - 45,Caucasian,0,0,0,3,Low,1,F,0
Male,33,25 - 45,African-American,0,0,0,0,None,1,F,1
Male,47,Greater than 45,Caucasian,0,0,0,0,None,0,M,1
Female,53,Greater than 45,Hispanic,0,0,0,0,None,1,M,1
Male,31,25 - 45,Other,0,0,0,6,Moderate,659,F,1
Male,35,25 - 45,Caucasian,0,0,0,1,Low,16,M,0
Female,36,25 - 45,African-American,0,0,0,1,Low,1,F,0
Female,25,25 - 45,Caucasian,0,0,0,0,None,1,M,1
Male,52,Greater than 45,Hispanic,0,0,0,10,High,1,F,1
Male,23,Less than 25,Hispanic,0,0,0,3,Low,292,M,0
Male,34,25 - 45,African-American,0,0,0,7,High,110,M,1
Male,51,Greater than 45,Caucasian,0,0,0,6,Moderate,0,F,0
Male,24,Less than 25,African-American,0,0,4,8,High,1,F,0
Male,32,25 - 45,Caucasian,0,0,0,0,None,1,F,0
Male,43,25 - 45,African-American,0,0,0,8,High,1,F,0
Male,45,Greater than 45,African-American,1,0,1,20,High,0,M,1
Male,42,25 - 45,African-American,0,0,0,10,High,17,M,0
Male,22,Less than 25,African-American,0,0,0,1,Low,1,F,0
Male,49,Greater than 45,African-American,0,0,0,4,Moderate,26,F,1
Male,42,25 - 45,African-American,0,0,0,0,None,4,F,0
Male,40,25 - 45,Caucasian,0,0,0,0,None,1,M,0
Male,25,25 - 45,African-American,0,1,0,2,Low,1,F,0
Male,25,25 - 45,Caucasian,0,0,0,0,None,2,M,0
Male,23,Less than 25,African-American,0,0,0,0,None,1,F,1
Male,21,Less than 25,Caucasian,0,0,0,2,Low,1,F,0
Male,31,25 - 45,Caucasian,0,0,0,3,Low,0,M,1
Female,28,25 - 45,African-American,0,0,0,0,None,0,M,1
Male,24,Less than 25,African-American,0,0,0,11,High,1,F,0
Male,45,Greater than 45,Caucasian,0,0,0,0,None,0,F,1
Male,23,Less than 25,African-American,0,0,0,2,Low,1,M,0
Male,39,25 - 45,African-American,0,0,0,7,High,1,F,0
Male,25,25 - 45,Caucasian,0,0,0,2,Low,63,F,1
Male,24,Less than 25,African-American,0,1,0,1,Low,1,F,1
Male,46,Greater than 45,Caucasian,0,0,0,1,Low,1,F,1
Male,47,Greater than 45,Caucasian,0,0,0,3,Low,1,F,1
Male,54,Greater than 45,Caucasian,0,0,0,2,Low,101,M,0
Male,22,Less than 25,African-American,0,0,1,1,Low,1,M,0
Female,34,25 - 45,Caucasian,0,0,0,0,None,2,M,1
Male,33,25 - 45,Caucasian,0,0,0,0,None,0,M,0
Male,27,25 - 45,Caucasian,0,0,0,1,Low,150,M,1
Male,29,25 - 45,African-American,0,0,1,16,High,1,F,0
Male,34,25 - 45,Hispanic,0,0,0,3,Low,6,M,1
Male,32,25 - 45,African-American,0,0,0,1,Low,115,F,1
Male,29,25 - 45,African-American,0,0,0,0,None,0,M,1
Female,25,25 - 45,Caucasian,0,0,0,2,Low,1,M,0
Male,34,25 - 45,Caucasian,0,0,0,16,High,1,F,0
Female,55,Greater than 45,African-American,0,0,0,1,Low,1,F,1
Male,27,25 - 45,African-American,0,0,0,0,None,1,F,0
Male,26,25 - 45,African-American,0,0,0,0,None,1,M,1
Male,39,25 - 45,African-American,2,2,1,19,High,1,F,0
Male,24,Less than 25,African-American,0,0,0,1,Low,0,F,1
Male,29,25 - 45,Caucasian,0,0,0,0,None,0,M,1
Female,31,25 - 45,Caucasian,0,0,0,3,Low,146,F,0
Male,50,Greater than 45,African-American,0,0,0,13,High,0,F,0
Male,25,25 - 45,Hispanic,0,0,0,2,Low,1,F,0
Male,31,25 - 45,African-American,0,0,0,4,Moderate,12,F,0
Male,31,25 - 45,Other,0,0,0,0,None,1,M,1
Male,26,25 - 45,Caucasian,1,0,0,2,Low,1,F,1
Male,54,Greater than 45,Caucasian,0,0,0,2,Low,0,F,1
Male,33,25 - 45,African-American,0,0,0,14,High,1,F,0
Male,22,Less than 25,African-American,0,0,0,0,None,1,M,0
Male,35,25 - 45,African-American,0,1,0,8,High,0,F,1
Female,30,25 - 45,Other,0,0,0,4,Moderate,1,F,0
Male,25,25 - 45,African-American,0,0,0,0,None,1,F,1
Male,25,25 - 45,African-American,0,0,0,0,None,1,F,1
Male,44,25 - 45,African-American,0,0,0,0,None,1,F,0
Female,29,25 - 45,Caucasian,0,0,0,2,Low,1,F,0
Male,46,Greater than 45,Caucasian,0,0,0,2,Low,23,F,0
Male,53,Greater than 45,Caucasian,0,0,0,0,None,0,M,1
Male,24,Less than 25,African-American,0,0,0,2,Low,1,F,0
Female,52,Greater than 45,African-American,0,0,0,2,Low,1,F,0
Male,27,25 - 45,African-American,0,0,0,0,None,1,M,0
Male,41,25 - 45,Caucasian,0,0,0,0,None,1,F,1
Female,21,Less than 25,African-American,0,0,0,0,None,2,F,0
Male,24,Less than 25,Caucasian,0,0,0,1,Low,0,F,1
Male,38,25 - 45,Caucasian,0,0,0,8,High,32,F,1
Male,23,Less than 25,Caucasian,0,0,0,0,None,2,M,1
Male,42,25 - 45,African-American,0,0,0,0,None,1,F,1
Male,32,25 - 45,Caucasian,0,0,0,4,Moderate,47,F,1
Male,24,Less than 25,Hispanic,0,0,0,3,Low,8,M,0
Male,24,Less than 25,African-American,5,0,0,5,Moderate,1,F,0
Male,26,25 - 45,African-American,0,0,0,4,Moderate,1,F,0
Male,50,Greater than 45,Caucasian,0,0,0,9,High,1,F,0
Female,32,25 - 45,African-American,0,0,0,3,Low,1,M,1
Male,40,25 - 45,African-American,0,0,0,13,High,1,F,1
Male,25,25 - 45,Caucasian,0,0,0,1,Low,81,M,0
Male,42,25 - 45,Hispanic,0,0,0,1,Low,119,F,1
Male,27,25 - 45,African-American,0,0,0,2,Low,1,F,1
Male,23,Less than 25,Caucasian,0,0,0,0,None,1,F,0
Male,37,25 - 45,African-American,0,0,0,22,High,61,M,0
Male,32,25 - 45,African-American,0,0,0,1,Low,1,M,0
Male,38,25 - 45,African-American,0,0,0,2,Low,66,M,0
Male,52,Greater than 45,Caucasian,0,0,0,4,Moderate,1,M,0
Male,29,25 - 45,Caucasian,0,0,0,2,Low,1,F,1
Male,28,25 - 45,African-American,0,0,0,7,High,239,M,0
Male,49,Greater than 45,African-American,0,0,0,0,None,0,M,1
Male,50,Greater than 45,Caucasian,0,0,0,0,None,2,F,1
Male,26,25 - 45,Caucasian,0,0,0,2,Low,1,F,0
Female,34,25 - 45,Caucasian,0,0,0,0,None,1,F,0
Female,28,25 - 45,Caucasian,0,0,0,1,Low,1,F,1
Male,36,25 - 45,Caucasian,0,0,0,4,Moderate,158,F,0
Male,45,Greater than 45,African-American,0,0,0,1,Low,49,F,0
Male,30,25 - 45,African-American,0,0,0,0,None,0,F,0
Male,24,Less than 25,African-American,0,0,0,3,Low,1,F,0
Male,25,25 - 45,African-American,0,0,0,0,None,0,M,0
Male,25,25 - 45,African-American,0,0,0,4,Moderate,1,M,0
Male,45,Greater than 45,Caucasian,0,0,0,2,Low,1,F,1
Male,26,25 - 45,Caucasian,0,0,0,1,Low,1,F,0
Male,37,25 - 45,Other,0,0,0,2,Low,1,F,1
Male,24,Less than 25,Hispanic,0,0,0,0,None,1,M,1
Male,40,25 - 45,Caucasian,0,0,0,2,Low,1,M,1
Male,60,Greater than 45,Caucasian,0,0,0,1,Low,22,M,1
Female,33,25 - 45,Hispanic,0,0,0,0,None,2,F,1
Male,31,25 - 45,African-American,0,0,1,6,Moderate,1080,F,1
Male,53,Greater than 45,Hispanic,0,0,0,18,High,0,F,1
Male,55,Greater than 45,Hispanic,0,0,0,0,None,7,M,1
Male,36,25 - 45,Caucasian,0,0,0,4,Moderate,465,M,1
Male,30,25 - 45,Other,0,0,0,6,Moderate,1,F,0
Male,21,Less than 25,African-American,0,0,0,1,Low,15,F,0
Male,55,Greater than 45,Caucasian,0,0,0,0,None,1,M,1
Male,22,Less than 25,Caucasian,0,0,0,1,Low,1,F,0
Female,23,Less than 25,African-American,0,0,0,1,Low,6,F,1
Female,24,Less than 25,Caucasian,0,0,1,7,High,38,M,0
Female,40,25 - 45,African-American,0,0,0,13,High,133,F,0
Male,57,Greater than 45,Caucasian,0,0,0,9,High,1,F,0
Male,33,25 - 45,Caucasian,0,0,0,0,None,2,M,0
Male,32,25 - 45,Caucasian,0,0,0,2,Low,0,F,1
Male,47,Greater than 45,Caucasian,0,0,0,3,Low,1,F,1
Male,51,Greater than 45,Caucasian,0,0,0,6,Moderate,33,M,0
Male,22,Less than 25,African-American,0,1,0,1,Low,1,F,1
Male,47,Greater than 45,Caucasian,0,0,0,2,Low,1,F,1
Male,28,25 - 45,Caucasian,0,0,0,1,Low,22,F,0
Male,21,Less than 25,African-American,0,0,1,1,Low,1,F,0
Male,28,25 - 45,African-American,0,0,0,5,Moderate,2,F,1
Female,44,25 - 45,Caucasian,0,0,0,1,Low,1,M,0
Male,25,25 - 45,African-American,0,0,0,0,None,1,F,0
Male,34,25 - 45,African-American,0,0,0,4,Moderate,1,M,1
Male,65,Greater than 45,Caucasian,0,0,0,0,None,0,M,1
Male,33,25 - 45,Caucasian,0,0,0,5,Moderate,1,F,0
Female,23,Less than 25,Caucasian,0,0,0,0,None,1,M,1
Female,44,25 - 45,Caucasian,0,0,0,0,None,2,M,1
Male,21,Less than 25,Hispanic,1,0,0,1,Low,321,F,0
Male,24,Less than 25,African-American,0,0,0,1,Low,1,M,1
Male,51,Greater than 45,Caucasian,0,0,0,1,Low,1,M,1
Female,21,Less than 25,African-American,0,0,0,0,None,1,F,0
Male,39,25 - 45,Caucasian,0,0,0,6,Moderate,1,F,1
Male,29,25 - 45,African-American,0,0,0,29,High,1,F,0
Male,24,Less than 25,Caucasian,0,0,0,1,Low,5,F,1
Female,23,Less than 25,African-American,0,0,0,0,None,1,F,0
Male,31,25 - 45,African-American,0,0,2,11,High,1,F,0
Female,35,25 - 45,African-American,0,0,0,0,None,1,M,1
Male,30,25 - 45,Other,0,0,0,0,None,1,F,1
Male,34,25 - 45,Caucasian,0,0,0,8,High,104,F,1
Female,39,25 - 45,African-American,0,0,0,4,Moderate,3,F,1
Male,29,25 - 45,African-American,0,0,0,6,Moderate,60,M,1
Male,51,Greater than 45,Caucasian,0,0,0,0,None,1,M,1
Male,22,Less than 25,Caucasian,0,0,1,1,Low,4,F,1
Male,29,25 - 45,Caucasian,0,0,0,2,Low,24,F,1
Male,35,25 - 45,Caucasian,0,0,0,8,High,259,F,0
Male,32,25 - 45,Caucasian,0,0,0,6,Moderate,1,F,0
Male,33,25 - 45,Caucasian,0,0,0,3,Low,16,M,0
Male,58,Greater than 45,Caucasian,0,0,0,5,Moderate,1,F,0
Male,54,Greater than 45,Other,0,0,0,0,None,1,F,1
Male,30,25 - 45,African-American,0,0,0,3,Low,166,F,1
Male,33,25 - 45,African-American,0,0,0,2,Low,5,F,0
Male,24,Less than 25,African-American,0,0,0,0,None,1,F,0
Male,48,Greater than 45,African-American,0,0,0,10,High,0,F,1
Male,23,Less than 25,African-American,0,0,0,0,None,1,M,1
Male,23,Less than 25,Caucasian,0,0,0,2,Low,1,F,0
Male,47,Greater than 45,Asian,0,0,0,1,Low,1,M,1
Male,21,Less than 25,Other,0,0,0,0,None,1,F,1
Male,29,25 - 45,African-American,0,0,0,0,None,1,M,0
Male,48,Greater than 45,Caucasian,0,0,0,2,Low,1,F,1
Male,37,25 - 45,Caucasian,0,0,0,4,Moderate,1,M,0
Male,50,Greater than 45,Caucasian,0,0,0,3,Low,1,F,1
Male,19,Less than 25,African-American,0,0,0,3,Low,1,F,0
Male,39,25 - 45,Caucasian,0,0,0,2,Low,1127,M,1
Male,49,Greater than 45,African-American,2,0,0,13,High,1,F,1
Male,58,Greater than 45,Caucasian,0,0,0,2,Low,1,F,1
Male,31,25 - 45,African-American,0,0,0,6,Moderate,0,F,1
Male,23,Less than 25,African-American,0,0,2,1,Low,1,M,1
Female,23,Less than 25,African-American,0,0,0,0,None,1,F,0
Male,31,25 - 45,Caucasian,0,0,0,17,High,1,F,0
Male,33,25 - 45,Other,0,0,0,0,None,1,F,0
Male,57,Greater than 45,Caucasian,0,0,0,6,Moderate,24,F,1
Female,31,25 - 45,Caucasian,0,0,0,0,None,3,M,1
Male,57,Greater than 45,African-American,0,0,0,19,High,1,F,1
Male,57,Greater than 45,Caucasian,0,0,0,12,High,1,M,1
Male,29,25 - 45,African-American,0,0,0,6,Moderate,1,M,0
Male,30,25 - 45,African-American,0,0,0,0,None,0,M,0
Male,45,Greater than 45,African-American,0,0,0,11,High,1,F,1
Male,42,25 - 45,Caucasian,0,0,0,0,None,0,F,1
Male,48,Greater than 45,Other,0,0,0,7,High,1,F,1
Male,29,25 - 45,African-American,0,2,0,12,High,1,F,0
Male,23,Less than 25,Caucasian,0,0,0,0,None,1,F,1
Female,28,25 - 45,Caucasian,0,0,0,0,None,1,F,1
Male,41,25 - 45,African-American,0,0,0,3,Low,1453,F,1
Male,25,25 - 45,African-American,0,0,0,1,Low,1,M,0
Female,34,25 - 45,Caucasian,0,0,0,3,Low,1,M,1
Male,53,Greater than 45,African-American,0,0,0,26,High,5,F,0
Female,28,25 - 45,African-American,0,0,0,1,Low,87,F,0
Male,27,25 - 45,African-American,0,0,0,0,None,1,F,1
Male,39,25 - 45,African-American,0,0,0,4,Moderate,0,F,1
Female,55,Greater than 45,Caucasian,0,0,0,6,Moderate,192,F,1
Male,27,25 - 45,African-American,0,0,0,4,Moderate,1,F,0
Male,30,25 - 45,Caucasian,0,0,1,7,High,1,F,0
Male,31,25 - 45,African-American,3,0,1,15,High,1,M,0
Male,20,Less than 25,African-American,0,0,1,1,Low,1,M,0
Male,26,25 - 45,Caucasian,0,0,0,2,Low,1,F,0
Male,44,25 - 45,African-American,0,0,0,7,High,49,F,0
Male,33,25 - 45,African-American,0,0,0,17,High,167,F,0
Male,34,25 - 45,Caucasian,0,0,0,0,None,1,F,0
Male,27,25 - 45,Caucasian,0,0,0,0,None,1,M,1
Male,21,Less than 25,African-American,0,0,1,1,Low,414,F,0
Male,29,25 - 45,African-American,0,0,0,4,Moderate,1,F,1
Male,27,25 - 45,African-American,0,0,0,7,High,1,F,1
Female,24,Less than 25,Caucasian,0,0,0,0,None,1,F,1
Male,29,25 - 45,African-American,0,0,0,0,None,1,F,0
Male,20,Less than 25,Caucasian,0,0,0,0,None,1,F,1
Female,23,Less than 25,Caucasian,0,0,0,0,None,1,F,1
Female,48,Greater than 45,African-American,0,0,0,0,None,0,M,1
Male,34,25 - 45,African-American,0,0,0,0,None,0,M,0
Male,46,Greater than 45,African-American,0,0,0,1,Low,1,M,0
Female,41,25 - 45,Caucasian,0,0,0,3,Low,1,F,1
Male,26,25 - 45,African-American,0,0,0,3,Low,1,F,0
Male,37,25 - 45,African-American,0,0,0,11,High,1,F,0
Female,54,Greater than 45,Caucasian,0,0,0,7,High,98,F,1
Female,25,25 - 45,African-American,0,0,0,5,Moderate,389,M,1
Female,22,Less than 25,Caucasian,0,0,0,2,Low,1,F,1
Male,32,25 - 45,African-American,0,0,0,7,High,1,F,1
Male,44,25 - 45,African-American,0,0,0,0,None,1,M,1
Male,28,25 - 45,African-American,0,0,0,1,Low,90,F,1
Male,60,Greater than 45,African-American,0,0,0,3,Low,1,M,1
Male,49,Greater than 45,Caucasian,0,0,0,0,None,1,F,1
Male,32,25 - 45,African-American,0,0,0,9,High,60,F,1
Male,30,25 - 45,African-American,0,0,0,10,High,0,M,0
Male,52,Greater than 45,Caucasian,0,0,0,0,None,1,F,1
Female,27,25 - 45,African-American,0,0,0,1,Low,1056,M,1
Male,34,25 - 45,African-American,0,0,0,0,None,1,F,1
Male,55,Greater than 45,African-American,0,0,0,5,Moderate,1,F,0
Male,37,25 - 45,African-American,0,0,0,6,Moderate,552,M,1
Male,33,25 - 45,African-American,0,0,0,0,None,1,M,1
Male,22,Less than 25,African-American,0,0,0,0,None,1,F,0
Female,27,25 - 45,African-American,0,0,0,0,None,0,M,1
Male,20,Less than 25,African-American,0,0,2,0,None,1,F,0
Male,33,25 - 45,Caucasian,0,0,0,0,None,1,F,1
Male,26,25 - 45,African-American,0,0,0,0,None,1,M,1
Male,29,25 - 45,African-American,0,0,0,0,None,1,M,1
Male,32,25 - 45,African-American,0,0,0,1,Low,0,M,1
Male,37,25 - 45,Caucasian,0,0,0,4,Moderate,0,M,1
Male,31,25 - 45,African-American,0,0,0,15,High,0,F,1
Male,29,25 - 45,African-American,0,0,0,6,Moderate,1,F,0
Male,31,25 - 45,African-American,0,0,0,6,Moderate,0,F,1
Female,36,25 - 45,Caucasian,0,0,0,2,Low,1,F,1
Male,35,25 - 45,African-American,0,0,0,4,Moderate,20,M,1
Female,37,25 - 45,African-American,0,0,0,1,Low,11,F,1
Male,34,25 - 45,Caucasian,0,0,0,5,Moderate,43,M,0
Male,20,Less than 25,Caucasian,0,0,0,1,Low,1,M,0
Female,50,Greater than 45,African-American,0,0,0,12,High,289,M,0
Male,24,Less than 25,Caucasian,0,0,2,8,High,1,F,0
Male,29,25 - 45,African-American,0,1,0,8,High,1,M,0
Female,45,Greater than 45,African-American,0,0,0,1,Low,4,F,1
Male,34,25 - 45,Caucasian,0,0,0,2,Low,1,F,0
Male,70,Greater than 45,African-American,0,0,0,0,None,1,M,1
Male,26,25 - 45,African-American,0,0,0,2,Low,1157,F,1
Male,23,Less than 25,African-American,1,0,0,4,Moderate,1,F,1
Male,27,25 - 45,Caucasian,0,0,0,5,Moderate,12,M,1
Male,44,25 - 45,Caucasian,0,0,0,6,Moderate,1,F,0
Male,23,Less than 25,African-American,0,0,0,2,Low,0,M,0
Male,26,25 - 45,African-American,0,0,0,0,None,1,M,1
Female,23,Less than 25,Caucasian,0,0,0,2,Low,1,M,1
Male,27,25 - 45,African-American,0,0,0,3,Low,0,F,0
Female,46,Greater than 45,Caucasian,0,0,0,1,Low,2,F,1
Female,27,25 - 45,African-American,1,0,0,1,Low,0,F,1
Male,45,Greater than 45,Caucasian,0,0,0,7,High,1,F,1
Male,42,25 - 45,African-American,0,0,0,1,Low,12,M,1
Female,24,Less than 25,Caucasian,0,1,0,3,Low,1,M,0
Male,20,Less than 25,African-American,1,1,1,2,Low,1,F,0
Male,49,Greater than 45,Caucasian,0,0,0,3,Low,0,F,1
Male,29,25 - 45,Caucasian,0,0,0,8,High,146,M,0
Male,29,25 - 45,Hispanic,0,0,0,0,None,0,F,1
Female,52,Greater than 45,Caucasian,0,0,0,1,Low,8,F,1
Male,37,25 - 45,Hispanic,0,0,0,4,Moderate,0,M,0
Male,26,25 - 45,African-American,0,0,0,1,Low,1,M,1
Male,53,Greater than 45,African-American,0,0,0,15,High,1,F,0
Male,47,Greater than 45,Hispanic,0,0,0,1,Low,27,F,1
Male,38,25 - 45,African-American,0,0,0,0,None,1,M,0
Male,25,25 - 45,African-American,0,0,0,1,Low,1,F,1
Male,21,Less than 25,African-American,1,0,0,1,Low,1,F,0
Male,48,Greater than 45,African-American,0,0,0,0,None,0,M,1
Female,40,25 - 45,Caucasian,0,0,0,1,Low,55,F,1
Female,24,Less than 25,Other,0,0,0,0,None,1,F,1
Male,22,Less than 25,African-American,0,0,0,0,None,1,F,0
Male,36,25 - 45,African-American,0,0,0,4,Moderate,1,M,1
Male,38,25 - 45,Caucasian,0,0,0,2,Low,1,M,1
Male,23,Less than 25,Other,0,0,0,0,None,0,F,0
Male,54,Greater than 45,Other,0,0,0,2,Low,1,M,1
Male,24,Less than 25,Hispanic,0,0,0,1,Low,0,F,1
Female,44,25 - 45,Caucasian,0,0,0,0,None,1,M,0
Female,23,Less than 25,African-American,0,0,0,2,Low,1,F,0
Male,64,Greater than 45,Caucasian,0,0,0,0,None,1,M,1
Male,38,25 - 45,Caucasian,0,0,0,5,Moderate,18,M,0
Female,45,Greater than 45,Other,0,0,0,0,None,1,M,1
Male,49,Greater than 45,African-American,0,0,0,1,Low,1,F,1
Female,45,Greater than 45,African-American,0,0,0,3,Low,6594,F,1
Male,33,25 - 45,Asian,0,0,0,0,None,1,M,1
Male,44,25 - 45,Hispanic,0,0,0,2,Low,1,F,1
Male,51,Greater than 45,African-American,0,0,0,3,Low,1,F,1
Male,50,Greater than 45,African-American,0,0,0,0,None,0,F,1
Male,33,25 - 45,Caucasian,0,2,0,2,Low,22,M,1
Female,54,Greater than 45,Caucasian,0,0,0,0,None,1,M,1
Male,28,25 - 45,Hispanic,0,0,0,3,Low,1,F,0
Male,33,25 - 45,Caucasian,0,0,1,14,High,78,F,1
Male,42,25 - 45,African-American,0,0,0,17,High,0,M,0
Male,34,25 - 45,Caucasian,0,0,0,3,Low,1,F,1
Male,38,25 - 45,Caucasian,0,0,0,2,Low,1,F,0
Male,21,Less than 25,African-American,0,0,0,1,Low,1,F,0
Male,33,25 - 45,African-American,0,0,0,5,Moderate,1,F,1
Male,32,25 - 45,African-American,0,0,1,9,High,1,M,0
Male,45,Greater than 45,Caucasian,0,0,0,1,Low,0,M,1
Male,30,25 - 45,Caucasian,0,0,0,1,Low,1,F,0
Female,29,25 - 45,African-American,0,0,0,0,None,1,F,1
Male,44,25 - 45,African-American,0,0,0,3,Low,1,M,1
Female,51,Greater than 45,Caucasian,0,0,0,0,None,1,M,0
Female,28,25 - 45,African-American,0,0,0,0,None,1,F,1
Male,27,25 - 45,Caucasian,0,0,0,1,Low,1,F,1
Male,28,25 - 45,Hispanic,0,0,0,16,High,1,F,0
Female,30,25 - 45,African-American,0,0,0,0,None,1,F,1
Male,32,25 - 45,African-American,0,0,0,0,None,1,M,1
Male,27,25 - 45,Caucasian,0,0,0,5,Moderate,1,F,1
Male,21,Less than 25,Hispanic,0,0,0,1,Low,1,F,0
Male,21,Less than 25,African-American,0,0,0,0,None,1,F,1
Female,34,25 - 45,Caucasian,0,0,0,0,None,1,F,0
Male,24,Less than 25,African-American,0,0,0,7,High,1,F,0
Male,32,25 - 45,Caucasian,0,0,0,0,None,1,M,1
Female,38,25 - 45,Caucasian,0,0,0,5,Moderate,1,F,0
Male,56,Greater than 45,African-American,0,0,0,3,Low,28,M,1
Female,44,25 - 45,African-American,0,0,0,0,None,1,M,1
Male,31,25 - 45,African-American,0,0,0,1,Low,1,M,0
Female,25,25 - 45,Caucasian,0,0,0,6,Moderate,0,F,1
Female,20,Less than 25,African-American,0,0,0,0,None,1,M,1
